2383
3000 3000
993 1127 72
993 1656 540
993 1730 796
993 1916 244
993 2530 718
994 1058 707
994 2309 340
995 1029 542
995 1053 275
995 1105 38
995 2977 550
996 1110 513
996 1802 749
996 1861 684
996 2131 520
996 2635 873
996 2975 681
997 8 589
997 2518 556
998 331 385
998 400 821
998 1645 608
998 2720 891
998 2777 22
998 2816 719
999 446 439
999 718 821
1000 55 384
1000 198 930
1000 1153 993
1000 1746 163
1000 1806 585
1000 1851 535
1001 1074 254
1001 2219 281
1001 2726 368
1001 2909 89
1001 2966 3
1002 368 377
1002 1680 153
1002 1814 739
1002 2410 179
1002 2848 454
1002 2898 74
1003 304 773
1003 453 592
1003 861 443
1003 1527 489
1003 1940 991
1003 2635 864
1003 2871 129
1004 395 922
1004 1846 637
1004 2377 125
1005 244 252
1005 1041 458
1005 1107 872
1005 2229 351
1005 2885 755
1005 2913 552
1006 442 422
1006 965 122
1006 1622 662
1006 2549 413
1006 2861 523
1007 39 693
1007 104 924
1007 129 767
1007 221 862
1007 691 855
1007 1291 36
1007 1454 989
1007 1912 777
1007 2628 265
1008 1679 803
1008 1691 695
1008 2119 528
1008 2706 468
1008 2829 167
1008 2868 649
1009 143 483
1009 745 248
1009 924 232
1009 927 574
1009 1553 349
1009 1580 492
1009 2171 685
1009 2804 879
1010 71 11
1010 492 496
1010 1595 246
1010 1605 669
1011 363 601
1011 1117 49
1011 1563 982
1011 2179 798
1011 2211 555
1011 2448 337
1011 2775 359
1012 834 973
1012 1182 119
1012 2185 302
1012 2353 852
1013 9 194
1013 735 78
1013 1292 666
1013 1384 654
1013 1553 917
1013 1732 162
1013 2288 655
1014 1095 175
1014 1386 115
1014 2164 594
1014 2485 592
1014 2932 185
1015 1114 594
1015 1789 30
1015 2763 240
1015 2847 889
1016 680 243
1016 832 174
1016 1085 164
1016 1231 577
1016 1541 213
1016 1562 13
1016 1698 815
1016 2085 20
1016 2484 317
1016 2900 784
1016 2982 590
1017 588 26
1018 76 477
1018 233 359
1018 973 238
1018 1275 954
1018 1837 581
1018 1851 4
1018 1870 964
1018 1888 847
1018 2353 834
1018 2741 135
1018 2780 434
1019 81 492
1019 730 934
1019 1506 252
1019 1740 796
1019 1985 287
1019 2026 329
1019 2633 437
1020 68 828
1020 1434 670
1020 1467 32
1020 1903 554
1020 2057 397
1020 2102 398
1020 2588 541
1021 359 172
1021 887 651
1021 1080 232
1021 1662 379
1022 587 672
1022 904 128
1022 1055 907
1022 1514 554
1022 1938 449
1022 2198 285
1022 2336 556
1022 2505 369
1023 534 404
1023 603 701
1023 813 941
1023 1770 966
1023 2579 133
1024 742 580
1024 1291 181
1024 1318 631
1024 1645 521
1024 2296 686
1024 2353 916
1025 60 551
1025 135 270
1025 372 70
1025 600 494
1025 1299 379
1025 1717 724
1025 2203 973
1025 2372 782
1026 1135 619
1026 1552 832
1026 2942 253
1027 279 532
1027 633 531
1027 862 547
1027 873 992
1027 1493 711
1027 1846 58
1027 2304 714
1027 2533 14
1027 2802 257
1028 417 770
1028 660 846
1028 885 19
1028 938 938
1028 2073 965
1028 2112 846
1029 204 690
1029 749 725
1029 995 542
1029 1267 398
1029 1417 370
1029 1434 330
1029 1554 228
1029 2019 752
1029 2665 500
1030 42 82
1030 725 687
1030 887 28
1030 2173 29
1030 2289 348
1030 2308 952
1031 1063 291
1031 2331 619
1032 681 739
1032 804 240
1032 931 764
1032 2522 812
1033 447 498
1033 683 779
1033 794 59
1033 993 919
1033 1120 228
1033 2158 428
1033 2984 425
1034 232 754
1034 807 597
1034 1287 816
1034 1364 109
1034 1726 871
1034 1872 711
1034 2346 274
1034 2479 237
1034 2726 390
1035 909 602
1035 1517 459
1035 1763 834
1035 2005 217
1035 2539 215
1035 2658 99
1035 2878 528
1036 908 396
1036 2478 979
1036 2801 401
1037 610 778
1037 1358 210
1037 1701 37
1037 2334 85
1037 2907 329
1038 430 411
1038 750 759
1038 1566 735
1038 1959 139
1038 2109 488
1038 2170 532
1038 2508 374
1039 1245 472
1039 1745 726
1039 1917 247
1039 2064 324
1039 2240 792
1039 2493 685
1040 94 333
1040 235 446
1040 760 534
1040 1450 813
1040 1663 788
1040 1832 725
1040 2045 55
1041 991 38
1041 1005 458
1041 1431 216
1041 1667 680
1041 1905 61
1041 2094 534
1041 2145 610
1041 2552 773
1041 2791 161
1042 503 377
1042 1125 190
1042 2161 86
1042 2248 103
1043 191 325
1043 419 337
1043 1972 326
1043 2534 736
1044 19 525
1044 2031 110
1044 2084 728
1044 2511 601
1045 364 133
1045 1510 787
1045 2366 884
1045 2931 565
1046 138 355
1046 1713 716
1047 891 101
1047 930 200
1047 1160 182
1047 1616 677
1047 1724 399
1047 1815 101
1047 1826 288
1047 2020 307
1048 164 912
1048 637 232
1048 953 441
1048 1166 158
1048 1969 900
1048 1988 833
1048 2866 286
1048 2891 946
1049 5 576
1049 615 589
1049 1351 750
1049 1493 210
1049 1904 771
1049 2226 496
1049 2641 852
1049 2885 709
1050 471 409
1050 746 939
1050 1746 481
1050 1859 677
1050 1907 888
1050 2327 983
1050 2869 798
1050 2936 412
1050 2985 280
1051 512 435
1051 642 930
1051 793 814
1051 823 404
1051 1834 56
1052 8 496
1052 63 404
1052 105 79
1052 1746 381
1052 2467 790
1053 104 530
1053 698 792
1053 995 275
1053 1780 736
1053 1812 138
1053 2242 155
1054 112 518
1054 941 261
1054 1076 456
1054 1300 160
1054 1411 305
1054 1509 835
1054 1527 393
1054 1813 395
1054 1946 455
1054 2150 170
1054 2363 74
1054 2829 181
1055 50 348
1055 86 414
1055 485 622
1055 532 271
1055 673 384
1055 770 521
1055 1022 907
1055 1641 368
1055 1878 451
1055 2065 230
1055 2242 96
1055 2348 616
1055 2446 232
1055 2856 867
1056 353 742
1056 513 174
1056 1297 482
1056 1588 969
1056 2307 150
1057 237 186
1057 1487 340
1057 1570 477
1057 1798 342
1058 139 16
1058 994 707
1058 1647 618
1058 2434 809
1059 513 194
1059 702 838
1059 1655 158
1059 2070 43
1059 2461 300
1059 2973 85
1060 133 753
1060 261 229
1060 1561 712
1060 1883 720
1060 2353 21
1061 1698 102
1061 2048 248
1061 2488 162
1062 5 746
1062 83 91
1062 431 98
1062 1081 867
1062 1370 511
1062 1426 966
1063 784 667
1063 927 345
1063 1031 291
1063 1088 816
1063 1118 531
1063 1570 252
1063 2428 50
1064 1304 751
1064 1519 515
1064 1836 576
1064 1909 543
1064 2628 810
1064 2750 457
1065 107 341
1065 239 792
1065 769 593
1065 1256 510
1065 1633 700
1065 2215 502
1065 2428 729
1065 2639 160
1066 379 208
1066 932 611
1066 1312 587
1066 1377 344
1066 1568 174
1066 2503 26
1066 2516 935
1066 2552 410
1066 2708 807
1067 494 790
1067 688 775
1067 752 248
1067 1702 100
1067 2097 868
1067 2488 323
1067 2520 467
1067 2571 32
1067 2648 722
1067 2670 78
1067 2803 804
1068 703 8
1068 1303 945
1068 1826 65
1068 1872 608
1068 2188 135
1068 2568 122
1069 1294 732
1069 1581 980
1069 1735 460
1069 1748 441
1069 2270 735
1069 2568 723
1069 2775 386
1069 2910 116
1070 53 390
1070 90 420
1070 352 48
1070 979 840
1070 1079 618
1071 323 600
1071 895 601
1071 1353 306
1071 2217 128
1071 2229 819
1071 2567 950
1072 677 684
1072 727 280
1072 1275 771
1072 1552 619
1072 1666 641
1072 2478 609
1072 2691 121
1073 564 885
1073 1470 929
1073 1555 387
1073 1711 253
1073 1819 639
1073 1837 396
1073 2382 824
1073 2706 609
1074 43 851
1074 142 715
1074 551 446
1074 1001 254
1074 2356 427
1074 2395 473
1074 2574 481
1075 361 988
1075 948 375
1075 1263 136
1075 2359 841
1075 2559 284
1076 1054 456
1076 2815 678
1077 511 937
1077 1493 905
1077 1724 601
1077 1894 754
1077 1965 97
1077 2378 244
1077 2422 934
1077 2624 862
1078 648 202
1078 1305 415
1078 1600 636
1078 1878 630
1078 1933 720
1078 2418 338
1078 2628 339
1079 558 133
1079 1070 618
1079 1105 148
1079 1686 91
1079 2198 327
1079 2375 81
1079 2509 106
1079 2669 875
1079 2836 775
1080 545 841
1080 593 783
1080 617 586
1080 726 927
1080 765 417
1080 1021 232
1080 1195 498
1080 1283 883
1080 1702 384
1080 1734 604
1080 2647 689
1081 297 246
1081 1062 867
1081 1690 545
1081 1865 219
1081 2260 223
1081 2492 870
1082 69 992
1082 674 632
1082 701 963
1082 1884 527
1082 2614 230
1082 2895 36
1083 186 985
1083 2040 671
1083 2388 124
1083 2663 428
1083 2819 294
1083 2857 969
1084 545 197
1084 1092 381
1084 1860 811
1085 397 387
1085 529 427
1085 737 241
1085 1016 164
1086 2740 332
1086 2776 974
1087 126 253
1087 235 647
1087 289 511
1087 418 861
1087 814 310
1087 1396 768
1087 2101 408
1087 2512 803
1087 2806 403
1087 2981 338
1088 548 291
1088 1063 816
1088 1908 670
1088 2004 637
1088 2200 106
1089 693 946
1089 1616 367
1090 192 423
1090 259 594
1090 407 303
1090 697 693
1090 1599 136
1090 1776 561
1091 949 130
1091 966 494
1091 1129 181
1091 1634 974
1091 1737 511
1091 2296 955
1092 442 952
1092 761 713
1092 1084 381
1092 1429 207
1092 1546 710
1092 1577 175
1092 1786 271
1092 1932 804
1092 1962 596
1092 2877 490
1093 80 163
1093 1528 638
1093 2257 275
1093 2534 58
1094 340 234
1094 426 729
1094 1773 982
1094 2160 567
1094 2989 410
1095 469 419
1095 488 67
1095 851 598
1095 1014 175
1095 1806 502
1095 2026 343
1095 2206 935
1095 2472 713
1095 2502 465
1095 2803 655
1095 2861 596
1096 806 912
1096 1684 201
1096 2037 926
1096 2225 44
1096 2466 311
1096 2568 504
1096 2907 549
1096 2949 315
1097 1597 852
1097 2150 749
1097 2426 248
1097 2568 358
1098 1164 798
1098 1774 220
1098 2804 579
1099 522 316
1099 2206 581
1099 2296 823
1100 1760 589
1100 1871 880
1100 1944 809
1100 2312 976
1100 2850 76
1100 2901 651
1101 1200 187
1101 1591 904
1101 2309 318
1102 320 392
1102 545 604
1102 808 325
1102 842 895
1102 1795 330
1102 2031 744
1103 77 505
1103 312 131
1103 521 333
1103 841 904
1103 1158 656
1103 1291 910
1103 1300 164
1103 1685 734
1103 1963 887
1103 2090 264
1103 2935 205
1104 454 661
1104 611 756
1104 1261 660
1104 1439 669
1104 1448 666
1104 1905 702
1104 2090 969
1104 2535 201
1105 86 185
1105 878 78
1105 995 38
1105 1079 148
1105 2100 618
1106 424 557
1106 796 218
1106 848 200
1106 1389 944
1106 2408 802
1106 2540 973
1106 2842 705
1107 118 381
1107 274 997
1107 380 535
1107 390 832
1107 1005 872
1107 1385 868
1107 1456 475
1107 1785 441
1107 1962 101
1107 2967 366
1108 1862 358
1108 1867 491
1108 2325 337
1108 2526 301
1108 2774 456
1109 671 990
1109 2354 419
1110 996 513
1110 1560 138
1110 2107 157
1111 349 300
1111 925 457
1111 1464 497
1112 880 853
1112 1216 314
1112 1290 818
1112 1599 501
1112 1862 443
1112 2910 331
1113 14 76
1114 110 414
1114 671 565
1114 676 318
1114 1015 594
1114 1910 322
1114 1939 834
1114 2175 772
1114 2253 317
1115 38 857
1115 594 509
1115 967 754
1115 1664 542
1115 1828 648
1115 2027 229
1115 2169 222
1115 2232 188
1115 2428 901
1116 896 776
1116 1701 383
1116 2790 74
1116 2995 779
1117 1011 49
1117 1313 878
1117 1626 758
1117 2010 826
1117 2498 563
1117 2838 404
1118 562 476
1118 1063 531
1118 1311 133
1118 2340 677
1118 2514 367
1118 2574 825
1119 331 394
1119 534 804
1119 760 309
1119 832 355
1119 1595 669
1119 2990 869
1120 555 392
1120 573 13
1120 603 663
1120 630 470
1120 1033 228
1120 1419 761
1121 687 12
1121 891 217
1121 2238 227
1121 2492 34
1121 2497 734
1121 2914 25
1122 37 89
1122 283 938
1122 855 915
1122 1855 793
1122 1898 7
1122 2008 272
1122 2652 740
1123 399 415
1123 789 484
1123 1162 904
1123 1172 651
1123 1438 952
1123 1776 245
1123 1785 142
1123 1921 418
1123 2045 88
1123 2099 461
1123 2283 140
1123 2850 341
1123 2865 152
1124 23 579
1124 140 82
1124 771 454
1124 965 221
1124 2242 274
1124 2285 579
1124 2918 744
1125 220 499
1125 315 107
1125 1042 190
1125 1315 743
1125 1464 819
1125 1756 589
1125 2018 285
1125 2684 359
1125 2755 67
1126 934 601
1126 1560 145
1126 1710 106
1126 1859 984
1126 1941 450
1126 2153 717
1126 2822 947
1127 163 789
1127 237 715
1127 886 478
1127 993 72
1127 1309 682
1128 250 529
1128 305 681
1128 675 736
1128 1251 678
1128 1701 522
1128 1892 130
1128 1893 720
1128 2370 239
1129 796 434
1129 870 381
1129 1091 181
1129 1297 654
1129 1568 752
1129 1607 107
1129 2551 402
1130 169 436
1130 244 339
1130 1273 105
1130 1965 53
1130 1967 129
1130 2414 622
1130 2444 122
1131 780 66
1131 821 184
1131 1929 698
1131 1992 273
1131 2005 808
1131 2627 868
1132 904 191
1132 1711 158
1133 114 733
1133 1402 997
1133 2501 979
1133 2609 302
1133 2729 889
1133 2811 830
1134 694 675
1134 1484 572
1134 1990 337
1134 2000 954
1135 1026 619
1135 1884 661
1135 2083 638
1135 2188 825
1136 174 412
1136 439 671
1136 982 409
1136 1180 699
1136 1425 267
1136 1677 519
1136 1703 908
1136 2392 87
1136 2757 757
1137 299 622
1137 329 687
1137 1441 406
1137 1529 732
1137 2661 671
1138 190 946
1139 905 269
1139 1211 712
1139 2215 535
1139 2320 45
1139 2565 824
1139 2759 202
1139 2804 545
1140 656 98
1140 1561 105
1140 1908 975
1140 2058 413
1140 2767 351
1141 24 196
1141 723 867
1141 1556 605
1141 1561 780
1141 1933 252
1142 1326 665
1142 1445 542
1142 1576 849
1142 1924 873
1143 227 142
1143 437 67
1143 705 42
1143 732 711
1143 1477 506
1143 1586 102
1143 2097 808
1143 2481 374
1144 1929 653
1144 2088 408
1144 2176 278
1144 2852 499
1144 2985 55
1145 1672 781
1145 1947 905
1145 2257 814
1145 2905 698
1146 493 700
1146 598 183
1146 728 917
1146 896 224
1146 2219 543
1146 2686 854
1147 498 642
1147 942 633
1147 1698 524
1147 2082 227
1148 743 910
1148 1554 936
1148 2106 604
1149 664 154
1149 684 734
1149 1392 828
1149 2129 126
1149 2173 226
1149 2561 419
1150 480 128
1150 985 560
1151 895 521
1151 1231 722
1151 1296 556
1151 1398 53
1151 1545 801
1151 1613 835
1151 2417 551
1152 1299 467
1152 1870 562
1152 2716 421
1152 2873 323
1153 17 827
1153 842 280
1153 1000 993
1153 1430 244
1153 1827 3
1153 2677 163
1153 2796 924
1154 307 985
1154 763 414
1154 857 165
1154 1472 576
1154 1579 632
1154 1725 676
1154 2808 891
1155 68 750
1155 238 352
1155 454 988
1155 797 881
1155 1159 163
1155 1494 334
1156 2111 264
1156 2214 328
1157 521 552
1157 1537 853
1157 1704 964
1157 1790 474
1157 2260 283
1158 487 530
1158 532 363
1158 1103 656
1158 1263 674
1158 1765 412
1158 1997 998
1159 244 687
1159 1155 163
1159 2746 409
1159 2889 415
1160 1047 182
1160 1229 813
1160 1352 306
1160 1498 554
1160 2935 929
1160 2994 263
1161 173 138
1161 361 278
1161 1246 639
1161 1291 440
1161 1441 69
1161 1800 831
1161 1833 947
1162 111 298
1162 409 721
1162 634 20
1162 1123 904
1162 1335 809
1162 1420 370
1162 1554 661
1162 1904 715
1163 314 471
1163 417 827
1163 966 44
1163 2996 543
1164 189 620
1164 1098 798
1164 1715 594
1164 1975 372
1165 306 891
1165 639 741
1165 1358 915
1165 1652 785
1166 312 896
1166 1048 158
1166 2294 172
1166 2836 751
1167 2222 90
1168 952 30
1168 1836 962
1168 2402 53
1168 2455 138
1169 262 772
1169 1473 969
1170 2283 632
1171 319 683
1171 643 451
1171 710 524
1171 743 702
1171 988 602
1171 1562 160
1171 1608 637
1172 78 719
1172 205 254
1172 1123 651
1172 1357 520
1172 2005 616
1172 2300 659
1172 2604 795
1172 2885 528
1173 1696 456
1173 1883 553
1173 2835 11
1174 1313 908
1174 1471 758
1174 1611 939
1174 1911 959
1174 2054 46
1174 2061 164
1175 1330 34
1175 1611 853
1175 2334 218
1176 213 153
1176 265 406
1176 751 587
1176 980 522
1176 2017 44
1176 2361 354
1176 2395 587
1177 1233 95
1177 1686 732
1178 625 100
1178 684 964
1178 992 845
1178 1972 271
1178 2428 616
1178 2918 409
1179 473 680
1179 1180 65
1179 1290 686
1179 1452 858
1179 1652 813
1179 2808 173
1180 35 646
1180 310 592
1180 660 809
1180 760 353
1180 1136 699
1180 1179 65
1180 2138 988
1180 2618 326
1181 97 597
1181 607 906
1181 906 878
1181 1546 925
1181 1567 545
1181 1710 36
1181 1850 474
1181 2374 567
1181 2832 429
1182 525 339
1182 1012 119
1182 1983 557
1183 46 519
1183 305 634
1183 526 233
1183 636 263
1183 871 10
1183 1781 809
1184 1249 417
1184 1953 611
1184 2375 486
1184 2523 231
1184 2947 573
1185 816 869
1185 2055 818
1186 896 455
1186 966 723
1186 969 709
1186 1299 176
1186 2537 378
1187 361 225
1187 738 445
1187 1933 140
1187 2607 166
1187 2659 894
1188 56 305
1188 2888 10
1189 268 488
1189 600 170
1189 648 125
1189 1346 250
1189 2618 727
1189 2841 956
1189 2942 470
1190 689 538
1190 859 405
1190 939 544
1190 1975 883
1190 2580 330
1191 2186 813
1191 2675 348
1192 328 469
1192 396 191
1192 2819 639
1193 817 847
1193 885 22
1193 905 108
1193 1467 466
1193 1487 771
1193 1639 712
1193 1654 841
1193 1762 299
1193 2315 892
1194 53 474
1194 1636 225
1194 2614 451
1195 92 351
1195 446 14
1195 511 387
1195 660 113
1195 1080 498
1195 1392 367
1195 1477 632
1195 1895 515
1195 2225 593
1196 1401 271
1196 1408 263
1196 1636 233
1196 2190 623
1196 2783 928
1197 27 227
1197 393 931
1197 511 138
1197 639 452
1197 747 926
1198 382 462
1198 1833 418
1198 2173 634
1198 2465 734
1198 2880 807
1199 271 587
1199 430 136
1199 573 494
1199 910 908
1199 1443 464
1199 1498 106
1199 2595 22
1199 2680 186
1200 957 508
1200 1101 187
1200 1574 233
1200 2320 382
1201 241 538
1201 297 878
1201 751 768
1201 1768 213
1201 2278 657
1201 2332 946
1201 2475 315
1201 2945 11
1202 2105 717
1202 2341 764
1202 2438 606
1202 2879 382
1202 2926 469
1203 12 159
1203 252 450
1203 593 30
1203 878 195
1203 965 298
1203 2208 179
1204 199 435
1204 497 190
1204 507 457
1204 1830 95
1204 2135 597
1205 2181 49
1205 2216 456
1205 2918 285
1206 263 955
1206 287 714
1206 832 582
1206 949 819
1206 1568 57
1207 186 855
1207 420 872
1207 686 399
1207 1239 658
1207 1289 385
1207 1700 598
1207 1803 421
1208 606 966
1208 2093 553
1208 2927 747
1209 212 524
1209 375 382
1209 1925 462
1209 2456 729
1209 2599 128
1210 44 593
1210 183 880
1210 717 69
1210 2547 230
1210 2803 314
1211 856 223
1211 1139 712
1211 1912 103
1211 2753 316
1212 291 247
1212 1257 833
1212 1430 104
1212 1751 499
1212 2996 931
1213 564 907
1213 1444 90
1213 2087 866
1213 2161 319
1213 2946 979
1214 35 509
1214 1434 797
1214 2002 287
1214 2713 139
1214 2762 61
1215 412 516
1215 643 301
1215 703 945
1215 1223 415
1215 1846 191
1215 2159 769
1215 2526 618
1216 54 529
1216 655 239
1216 1112 314
1216 1472 788
1216 2047 904
1216 2172 686
1216 2201 98
1216 2251 42
1216 2602 431
1217 767 397
1217 1419 522
1217 1982 174
1217 2369 256
1217 2705 981
1217 2767 155
1218 0 51
1218 1302 673
1219 179 966
1219 286 878
1219 342 663
1219 346 851
1219 531 593
1219 732 886
1219 865 686
1219 2967 123
1220 58 855
1220 2070 361
1220 2088 165
1221 63 738
1221 832 447
1221 1782 288
1221 1920 677
1221 2210 534
1221 2755 15
1222 332 62
1222 527 229
1222 531 381
1222 2456 634
1222 2596 81
1222 2847 894
1223 94 45
1223 133 882
1223 197 671
1223 969 356
1223 1215 415
1223 2517 873
1223 2700 825
1223 2744 415
1223 2887 731
1224 128 93
1224 342 515
1224 2460 307
1224 2536 675
1224 2908 943
1225 43 141
1225 699 237
1225 1650 625
1225 1716 385
1225 1821 917
1225 1926 501
1225 2719 145
1225 2955 926
1226 98 167
1226 369 644
1226 499 731
1226 595 585
1226 963 710
1226 1290 841
1226 2982 445
1227 144 254
1227 892 282
1227 1680 991
1227 2672 560
1228 487 705
1228 1497 540
1228 2516 390
1228 2540 892
1228 2593 391
1228 2818 783
1229 301 240
1229 309 806
1229 664 740
1229 1160 813
1229 1380 72
1229 2870 253
1230 615 57
1230 1255 435
1230 2176 896
1230 2269 127
1231 643 153
1231 804 736
1231 1016 577
1231 1151 722
1231 1493 617
1231 1758 711
1231 2780 755
1232 264 915
1232 692 815
1232 972 720
1232 1519 410
1232 1819 557
1232 1897 468
1232 2263 6
1232 2468 620
1233 920 563
1233 931 597
1233 1177 95
1233 1366 887
1233 1477 3
1233 1859 615
1233 2633 927
1233 2814 562
1233 2877 13
1234 140 632
1234 683 368
1234 2009 136
1234 2057 242
1234 2442 952
